text,clean_text,label,label_name
"How long should a transfer normally take to process completely? I have a friend that needs it right away, but it's already been 2 hours and she hasn't received it.",how long should a transfer normally take to process completely i have a friend that needs it right away but it's already been 2 hours and she hasn't received it,63,66
My friend says he hasn't received my transaction,my friend says he hasn't received my transaction,63,66
What is the length of a transaction completion?,what is the length of a transaction completion,63,66
I transferred some cash and it has not arrived yet.,i transferred some cash and it has not arrived yet,63,66
I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money?,i need to transfer some money to a friend who is in urgent need of some fast cash how long will it take before she can use that money,63,66
Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?,two days ago i did a transfer to another account within the country it doesn't appear the transfer went through i have verified the account number several times could you please check on this for me,63,66
Where did the money transfer go?,where did the money transfer go,63,66
When will the transaction be done?,when will the transaction be done,63,66
I transferred some money to my mom 2 days ago and she has not received it. I double checked the information and it looks right. Can you help me?,i transferred some money to my mom 2 days ago and she has not received it i double checked the information and it looks right can you help me,63,66
Why is it taking so long for a transfer to complete!,why is it taking so long for a transfer to complete,63,66
Why is my transfer taking so long to complete?,why is my transfer taking so long to complete,63,66
I am just waiting for the transaction to be completed.,i am just waiting for the transaction to be completed,63,66
How long do I have  to wait for my transaction to be completed?,how long do i have to wait for my transaction to be completed,63,66
I did a money transaction and the recipient doesn't see it,i did a money transaction and the recipient doesn't see it,63,66
Why hasn't my friend received the money i sent them yet?,why hasn't my friend received the money i sent them yet,63,66
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,i sent money for my rent to my landlord but she is claiming it hasn't arrived in her account can you trace the transfer i made to make sure it arrived so i can provide proof i sent it and that it has been deposited,63,66
Why didn't my friend's transaction arrive yet?,why didn't my friend's transaction arrive yet,63,66
Still waiting for transfer to be completed.,still waiting for transfer to be completed,63,66
I transferred some money but it is not here yet,i transferred some money but it is not here yet,63,66
What do I do if I completed a money transfer but the recipient hasn't received it?,what do i do if i completed a money transfer but the recipient hasn't received it,63,66
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",i have done a transfer within the country a couple days ago but it's still not there yet can you please check what's going on with that the account number definitely is the right one i've checked that several times already,63,66
I'm still waiting for my transaction.,i'm still waiting for my transaction,63,66
Why hasn't a transaction I did to my friend arrived yet?,why hasn't a transaction i did to my friend arrived yet,63,66
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,i set up a payment to a new payee and sent some money but the person i'm sending it to has not received it can you check where the money is,63,66
My new landlord says he hasn't received the rent payment that I transferred a couple days ago. I've already checked the account numbers and they are correct. Can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end?,my new landlord says he hasn't received the rent payment that i transferred a couple days ago i've already checked the account numbers and they are correct can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end,63,66
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",i can't see if the transfer i did a couple days ago is in my account yet i double checked my info before sending too can you check this,63,66
My transfer has not arrived.,my transfer has not arrived,63,66
How long does it take for the transfer to go through?,how long does it take for the transfer to go through,63,66
What happens when I money transaction doesn't show up on the receiving side?,what happens when i money transaction doesn't show up on the receiving side,63,66
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",i'm trying to make a payment to my new landlord even though the payment was sent a few days ago it isn't clearing on their side can you verify that payment has been made,63,66
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",i've waited 2 days for a transfer to reach a retailers account am i going to have to wait longer,63,66
my friend has not got the money I sent last week.,my friend has not got the money i sent last week,63,66
Why can't the person I sent the money transfer to see it?,why can't the person i sent the money transfer to see it,63,66
The money has not yet been placed in recipients account.,the money has not yet been placed in recipients account,63,66
I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?,i'm getting concerned here i sent a friend some money and she isn't seeing it what's going on,63,66
I completed I transfer the day before yesterday in this country. The transfer still is not complete. I've checked on the account number multiple times to make sure that it is the right one. Can you check to see what's going on with this?,i completed i transfer the day before yesterday in this country the transfer still is not complete i've checked on the account number multiple times to make sure that it is the right one can you check to see what's going on with this,63,66
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?",i made a transfer for my rent payment about 2 days ago but my landlord hasn't received it yet it shows as done on my side and i've double check all account numbers and they are correct can you verify that the transaction was actually made,63,66
Why hasn't arrived yet a transaction I did to my friend?,why hasn't arrived yet a transaction i did to my friend,63,66
I'm waiting for my transaction to complete.,i'm waiting for my transaction to complete,63,66
Why hasn't my friend received the transaction?,why hasn't my friend received the transaction,63,66
I transferred money and it hasn't come yet,i transferred money and it hasn't come yet,63,66
Why hasn't my son received the transfer I sent to him earlier?,why hasn't my son received the transfer i sent to him earlier,63,66
How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,how long do money transfers take my friend really needs the money i sent a couple of hours ago but it's not there yet,63,66
Why hasn't the money transfer arrived yet?,why hasn't the money transfer arrived yet,63,66
I have not received the completed transaction.,i have not received the completed transaction,63,66
how long does it take for a transfer to arrive,how long does it take for a transfer to arrive,63,66
How come my money hasn't shown up yet?,how come my money hasn't shown up yet,63,66
"Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?",hello a few days ago i transferred my rent check to my landlord however he is saying that it has not gone though on my end everything looks fine and i double checked the account number is there anything else that could be holding up the check,63,66
Why can't the recepient of my money transaction see it?,why can't the recepient of my money transaction see it,63,66
The recipient doesn't see the money transaction I made,the recipient doesn't see the money transaction i made,63,66
How long will my transaction take?,how long will my transaction take,63,66
How long should it take for a transfer to go through? I have been waiting a while.,how long should it take for a transfer to go through i have been waiting a while,63,66
"i accidentally entered in my retailers information, what should i do next",i accidentally entered in my retailers information what should i do next,63,66
I transferred some cash and it didn't arrive,i transferred some cash and it didn't arrive,63,66
where has my transferred money gone?,where has my transferred money gone,63,66
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,i tried doing an in country transfer earlier this week i thought it would be there by now but i still don't see the money can you check the status on my transfer,63,66
Is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it?,is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it,63,66
I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on?,i've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday the transfer is still not available so can you please find out what is going on,63,66
I transferred some money but it hasn't arrived.,i transferred some money but it hasn't arrived,63,66
Why is my transaction taking so long to complete?,why is my transaction taking so long to complete,63,66
My transfer isn't in,my transfer isn't in,63,66
I sent money to my family last Friday but they don't have it.,i sent money to my family last friday but they don't have it,63,66
When will I get my money? It's been too long.,when will i get my money it's been too long,63,66
Why didn't my transfer get to the recipient?,why didn't my transfer get to the recipient,63,66
I haven't received money from a transfer?,i haven't received money from a transfer,63,66
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",i transferred a payment a couple days ago and it shows done but it has not been received could you please help me,63,66
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,i payed my rent to my landlord a few days ago and he is saying the it never went though everything looks good to me and i even double checked the account number i don't know what could be causing the confusion can you help me please,63,66
My transaction has not been received. When are you going to process it?,my transaction has not been received when are you going to process it,63,66
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",hi i sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money i double checked the account number and it's correct can you help me figure this out,63,66
My cash transaction isn't showing on my receipt,my cash transaction isn't showing on my receipt,63,66
My transfer hasn't arrived,my transfer hasn't arrived,63,66
I did a money transaction and dont have a receipt,i did a money transaction and dont have a receipt,63,66
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,i have a friend who needs money as soon as possibly if i were to transfer it how long will it take to get to her,63,66
Why hasn't my friend's transaction arrive yet?,why hasn't my friend's transaction arrive yet,63,66
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,hi i have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end the numbers are correct can you confirm when that will go through,63,66
I sent money to someone but they haven't gotten it yet,i sent money to someone but they haven't gotten it yet,63,66
How long will it take to receive my money from my transfer transaction?,how long will it take to receive my money from my transfer transaction,63,66
My transfer didn't arrive to the recipient,my transfer didn't arrive to the recipient,63,66
Recipient has not received the money,recipient has not received the money,63,66
The recipient can not locate funds.,the recipient can not locate funds,63,66
Why has my transfer not arrived yet?,why has my transfer not arrived yet,63,66
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,my new landlord is a lier and is trying to rip me off by saying i've not paid my rent when i have paid my rent what is going on they say the money hasn't got to them but i see it going out of my account can you check that the money went to the right place,63,66
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,i made a transfer to my friend earlier and she hasn't received it yet what's the hold up,63,66
"|I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please?",i moved out of my old house two weeks ago and cancelled my direct debit to my old landlord this direct debit was working fine now i've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet can you check it please,63,66
Why is the transaction to my friend still pending?,why is the transaction to my friend still pending,63,66
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",the day before yesterday i performed a transfer within the country it still has not completed can you check on that the account number is definitely correct as i've checked,63,66
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",i have checked the account information several times to be sure that it is correct but the in country transfer i did a few days ago still has not appeared what is the hold up,63,66
"I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked.",i performed a transfer within the country the day before yesterday but it has not gone through can you check on that the account number is definitely correct as i've checked,63,66
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?,the day before yesterday i transferred funds to another account within the country the funds have not yet arrived i double and triple checked the account number and it was correct why hasn't the transfer been completed yet,63,66
Why doesn't the person I sent money to see that transfer yet?,why doesn't the person i sent money to see that transfer yet,63,66
"How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account.",how long does it take for transfers to be approved i sent funds to my girlfriend and she says that she has not seen any approved funds in her account,63,66
How long will it be  before the person I sent money to is able to see it?,how long will it be before the person i sent money to is able to see it,63,66
I'm still awaiting for the completion of the transaction.,i'm still awaiting for the completion of the transaction,63,66
What is the time for a transfer?,what is the time for a transfer,63,66
I dont see my reciept,i dont see my reciept,63,66
Why hasn't my transaction been completed?,why hasn't my transaction been completed,63,66
I sent some money and the account hasn't recived the transfer I made.,i sent some money and the account hasn't recived the transfer i made,63,66
I'm still expecting the transaction to be finished,i'm still expecting the transaction to be finished,63,66
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,i transferred some money to a friend of mine who urgently needs some money right now how long will it take to get to her,63,66
"I sent a payment, but the person I sent it to says they don't have it",i sent a payment but the person i sent it to says they don't have it,63,66
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",i have done a transfer within the country the day before yesterday but it's still not there yet can you please check what's going on with that the account number definitely is the right one i've checked that several times already,63,66
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",i need to verify a payment to my new landlord i transferred the first rent payment a few days ago while it shows on my side the landlord is saying he hasn't received it yet can you verify that it has processed,63,66
"I've been waiting since Friday, where is my money?",i've been waiting since friday where is my money,63,66
I sent some money but the intended recipient says it hasn't arrived,i sent some money but the intended recipient says it hasn't arrived,63,66
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,could you please help me i made my rent payment and have double checked that i sent it to the right account the person receiving it says he has not received it but it shows complete on my side,63,66
I just did a money transaction but its not showing they received it,i just did a money transaction but its not showing they received it,63,66
Why hasn't my transaction arrived to my friend yet?,why hasn't my transaction arrived to my friend yet,63,66
"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",i just transferred my friend money but she hasn't received it yet and it's been a few hours can you tell me when to expect it to go through,63,66
How long will my most recent transfer take to go through? The recipient needs the money urgently.,how long will my most recent transfer take to go through the recipient needs the money urgently,63,66
My recipient hasn't received the money,my recipient hasn't received the money,63,66
when will my transfer arrive,when will my transfer arrive,63,66
I just sent money but the person I sent it to doesn't see it. What happened?,i just sent money but the person i sent it to doesn't see it what happened,63,66
Why hasn't my transaction completed?,why hasn't my transaction completed,63,66
Why hasn't the transaction I did arrive yet?,why hasn't the transaction i did arrive yet,63,66
Why isn't the transfer I made to a friend showing?,why isn't the transfer i made to a friend showing,63,66
Why is my friend not getting a transaction arrival yet?,why is my friend not getting a transaction arrival yet,63,66
How long will a transaction to a friend take?,how long will a transaction to a friend take,63,66
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,why hasn't my in country transfer gone through yet i confirmed the account info a couple days ago but the payment hasn't been posted yet,63,66
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",i completed a transfer within the uk two days ago but it is still not showing received i have verified the account number is correct already is there anything else i need to do or is there a problem,63,66
How can I the person see my money transaction?,how can i the person see my money transaction,63,66
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,i sent a transfer to a friend that needs it urgently it has already been 2 hours and still hasn't come through to her how long does it normally take,63,66
the money i transferred didnt arrive,the money i transferred didnt arrive,63,66
Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?,why is my transfer taking so long i thought it was supposed to only take 1 day if i made a transfer to someone can you wee what went wrong,63,66
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",i sent some money to somebody a couple of hours ago and they still have yet to receive it they really need the money how much longer are they going to have to wait,63,66
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,how long do transfers take i sent money to a friend who needs it urgently it's been hours and has not gone through,63,66
How do I use American express to top up my account?,how do i use american express to top up my account,50,54
Which currencies do you accept for adding money?,which currencies do you accept for adding money,50,54
Is my credit card supported for top-ups?,is my credit card supported for top ups,50,54
Am I able to add money into my account using my American Express?,am i able to add money into my account using my american express,50,54
Can I use my American Express card to add money into my account?,can i use my american express card to add money into my account,50,54
Can you tell me what currencies I can use to add money?,can you tell me what currencies i can use to add money,50,54
I want to use my American Express for adding money into my account.,i want to use my american express for adding money into my account,50,54
With what currencies can I add money?,with what currencies can i add money,50,54
What are the acceptable currencies for adding funds?,what are the acceptable currencies for adding funds,50,54
how can i transfer money from american express card,how can i transfer money from american express card,50,54
what cards and currencies are accepted?,what cards and currencies are accepted,50,54
How can I top up my card with another card?,how can i top up my card with another card,50,54
use my credit to add money,use my credit to add money,50,54
What types of currencies do you accept?,what types of currencies do you accept,50,54
Do you accept any card and currency?,do you accept any card and currency,50,54
can i use my mastercard to add money to my account,can i use my mastercard to add money to my account,50,54
What types of cards and money do you accept?,what types of cards and money do you accept,50,54
How can I fund another account with my American Express?,how can i fund another account with my american express,50,54
What currencies do you accept to add money?,what currencies do you accept to add money,50,54
How can I top up my account and which currency can I use?,how can i top up my account and which currency can i use,50,54
Will my other US credit card be accepted?,will my other us credit card be accepted,50,54
can i top up from a usa credit card,can i top up from a usa credit card,50,54
How can I get funds into my account from my American Express?,how can i get funds into my account from my american express,50,54
Which cards and currencies are supported?,which cards and currencies are supported,50,54
What are the currencies and cards that are supported with my account?,what are the currencies and cards that are supported with my account,50,54
What currency can I use to add money?,what currency can i use to add money,50,54
Can I use a credit card from the US to top up?,can i use a credit card from the us to top up,50,54
why don't you accept american express for adding money to my account,why don't you accept american express for adding money to my account,50,54
Can you tell me what cards and currencies you support?,can you tell me what cards and currencies you support,50,54
Which foreign currencies do you accept for adding money?,which foreign currencies do you accept for adding money,50,54
I only have one other credit card from the US. Do you accept that?,i only have one other credit card from the us do you accept that,50,54
What currencies are approved to add money?,what currencies are approved to add money,50,54
I wish to use my American Express to put funds into my account.,i wish to use my american express to put funds into my account,50,54
I have another card from the U.S. Will you be able to accept that one?,i have another card from the u s will you be able to accept that one,50,54
I want to use a payment card to top up my account. How can I do this?,i want to use a payment card to top up my account how can i do this,50,54
Can I use American Express?,can i use american express,50,54
I'd prefer to use my American Express when putting funds into my account.,i'd prefer to use my american express when putting funds into my account,50,54
What currencies can I use?,what currencies can i use,50,54
what cards can i use to add money to my account,what cards can i use to add money to my account,50,54
What currencies and methods can i use to top up my account?,what currencies and methods can i use to top up my account,50,54
Is American Express supported for adding funds?,is american express supported for adding funds,50,54
Do you accept credit cards from the US,do you accept credit cards from the us,50,54
Can you accept my other card from the U.S.?  It is the only other one I have.,can you accept my other card from the u s it is the only other one i have,50,54
Do you accept Mastercard?,do you accept mastercard,50,54
"I am adding money, what currencies do you accept to do this?",i am adding money what currencies do you accept to do this,50,54
Which currencies do you handle?,which currencies do you handle,50,54
what currencies can i use to add money to my account,what currencies can i use to add money to my account,50,54
Are there certain cards and currencies you support?,are there certain cards and currencies you support,50,54
why wont my american express work to add money,why wont my american express work to add money,50,54
Which currencies can I use to add money?,which currencies can i use to add money,50,54
Can I use any card and currency?,can i use any card and currency,50,54
What kind of cards are supported?  What currency?,what kind of cards are supported what currency,50,54
What US cards do you accept?  I only have 1 other.,what us cards do you accept i only have 1 other,50,54
I have a second credit card from the US. Will you take it?,i have a second credit card from the us will you take it,50,54
What cards do you accept to top up my account?,what cards do you accept to top up my account,50,54
What currencies do you accept for adding money?,what currencies do you accept for adding money,50,54
Can I top off with a debit card?,can i top off with a debit card,50,54
"I want to deposit funds, what payments are accepted?",i want to deposit funds what payments are accepted,50,54
Are cards from the US accepted?,are cards from the us accepted,50,54
I'd like to use my American Express to place money into my account.,i'd like to use my american express to place money into my account,50,54
Please let me know what currency I can use to top up my account?,please let me know what currency i can use to top up my account,50,54
Do you accept all cards and currencies?,do you accept all cards and currencies,50,54
I have one other credit card from the US. Do you take that?,i have one other credit card from the us do you take that,50,54
Which credit card top-ups do you accept?,which credit card top ups do you accept,50,54
"If I top up by card, what options do I have re: currency and card type?",if i top up by card what options do i have re currency and card type,50,54
What currencies are accepted to add money?,what currencies are accepted to add money,50,54
"I want to add money to my card, what payments do you accept?",i want to add money to my card what payments do you accept,50,54
What are my payment options?,what are my payment options,50,54
Can I electronically transfer funds into my account from my American Express?,can i electronically transfer funds into my account from my american express,50,54
Can I top up my card with other cards?,can i top up my card with other cards,50,54
I have one other credit card from the US. Do you take it?,i have one other credit card from the us do you take it,50,54
Am I able to use my American Express to add money to my account balance?,am i able to use my american express to add money to my account balance,50,54
What are the cards and currencies that you support?,what are the cards and currencies that you support,50,54
What US credit cards do you accept?,what us credit cards do you accept,50,54
What currencies do you accept for adding money to my account?,what currencies do you accept for adding money to my account,50,54
I have an American Express that I'd like to add money to my account with.,i have an american express that i'd like to add money to my account with,50,54
What forms of payment do you accept?,what forms of payment do you accept,50,54
What type of card can I use to top up?,what type of card can i use to top up,50,54
Do you have a list of cards and currencies you support?,do you have a list of cards and currencies you support,50,54
"I want to top up by using a credit card, which ones do you support?",i want to top up by using a credit card which ones do you support,50,54
"I have a US credit card, will you accept it?",i have a us credit card will you accept it,50,54
What currencies and cards do you support?,what currencies and cards do you support,50,54
how do i add money from my amex card to top up,how do i add money from my amex card to top up,50,54
What cards and currencies can I use to top up my account?,what cards and currencies can i use to top up my account,50,54
Will you accept my credit card?,will you accept my credit card,50,54
"Will you accept my credit card, it my only one.",will you accept my credit card it my only one,50,54
"If I want to add funds to the account using American Express, how do I do that?",if i want to add funds to the account using american express how do i do that,50,54
I just have one additional card from the USA. Do you support that?,i just have one additional card from the usa do you support that,50,54
Why doesn't it work when I use American Express to try to add money to my account?,why doesn't it work when i use american express to try to add money to my account,50,54
Which cards are accepted for topping up?,which cards are accepted for topping up,50,54
What kinds of cards can I use to top up?,what kinds of cards can i use to top up,50,54
Help me use American Express to add money to the account.,help me use american express to add money to the account,50,54
What cards and currencies can I use?,what cards and currencies can i use,50,54
What currency is acceptable for a top up?,what currency is acceptable for a top up,50,54
What other credit cards can I use?,what other credit cards can i use,50,54
What payment methods are used to top up?,what payment methods are used to top up,50,54
how can i add money from my amex card,how can i add money from my amex card,50,54
I only have a card from the US is that okay?,i only have a card from the us is that okay,50,54
Is American Express accepted?,is american express accepted,50,54
Which currencies do you work with?,which currencies do you work with,50,54
Can I use this app for any currency?,can i use this app for any currency,50,54
"For adding money, which currencies do you accept?",for adding money which currencies do you accept,50,54
How can I pay for top-ups?,how can i pay for top ups,50,54
Is American Express supported for adding money into my account?,is american express supported for adding money into my account,50,54
Can you tell me which cards and currencies are supported?,can you tell me which cards and currencies are supported,50,54
"I would like to top up via credit card, which credit cards do you support?",i would like to top up via credit card which credit cards do you support,50,54
"I only have one more US credit card, is it accepted?",i only have one more us credit card is it accepted,50,54
"If I want to topup by card, how do I do it?",if i want to topup by card how do i do it,50,54
"I want to know which currencies and cards are supported, can you provide a list?",i want to know which currencies and cards are supported can you provide a list,50,54
"I want to top up by card, what do you support?",i want to top up by card what do you support,50,54
can i add funds  with a card from the united states,can i add funds with a card from the united states,50,54
I want to top up my account. What payment methods are supported?,i want to top up my account what payment methods are supported,50,54
How can I use my American Express to add money into my account?,how can i use my american express to add money into my account,50,54
What card or currency can I use to pay?,what card or currency can i use to pay,50,54
My card wants to be topped what do you guys support?,my card wants to be topped what do you guys support,50,54
do you accept from usa credit card?,do you accept from usa credit card,50,54
What currency can I use to pay for a top up?,what currency can i use to pay for a top up,50,54
Do you have a list of the cards and currencies supported?,do you have a list of the cards and currencies supported,50,54
What are the various currencies and cards that you offer support for?,what are the various currencies and cards that you offer support for,50,54
What currencies can be used for top up?,what currencies can be used for top up,50,54
"Do I have to top up in euros if I use a card, or can I use a different currency?",do i have to top up in euros if i use a card or can i use a different currency,50,54
What cards do you support,what cards do you support,50,54
What are the currencies that are accepted to add money?,what are the currencies that are accepted to add money,50,54
What kind of cards an currency do you support?,what kind of cards an currency do you support,50,54
Which cards do you support for top up?,which cards do you support for top up,50,54
"Top up my card please, which y'all support?",top up my card please which y'all support,50,54
Do you accept US credit cards?,do you accept us credit cards,50,54
I need to know if you will accept my credit card.,i need to know if you will accept my credit card,50,54
I want to add funds to my account. What payment methods are accepted?,i want to add funds to my account what payment methods are accepted,50,54
"I would like to order a virtual card, where can I get one?",i would like to order a virtual card where can i get one,35,40
"I need to order a new virtual card, how do I do that?",i need to order a new virtual card how do i do that,35,40
How can I sign up for a virtual card?,how can i sign up for a virtual card,35,40
I haven't received my virtual card yet!!,i haven't received my virtual card yet,35,40
Can you give me a virtual card?,can you give me a virtual card,35,40
I want to get my hands on one of those virtual cards!,i want to get my hands on one of those virtual cards,35,40
i need a virtual card,i need a virtual card,35,40
How do I get to the virtual cards?,how do i get to the virtual cards,35,40
want to know how to get virtual card,want to know how to get virtual card,35,40
Where is my virtual card?,where is my virtual card,35,40
Where are the virtual cards?,where are the virtual cards,35,40
Is it possible to order a virtual card?,is it possible to order a virtual card,35,40
how to i go about getting my virtual card,how to i go about getting my virtual card,35,40
I don't have a virtual card - how do I get one?,i don't have a virtual card how do i get one,35,40
How to receive virtual card?,how to receive virtual card,35,40
Why haven't I gotten a virtual card yet?,why haven't i gotten a virtual card yet,35,40
Where do I order a virtual card?,where do i order a virtual card,35,40
Can i have a virtual card?,can i have a virtual card,35,40
Please explain to me the process of getting a virtual card.,please explain to me the process of getting a virtual card,35,40
my virtual card has not came yet!,my virtual card has not came yet,35,40
Which part of the app do I order virtual cards from?,which part of the app do i order virtual cards from,35,40
Where do I have access to a virtual card?,where do i have access to a virtual card,35,40
How to order a virtual card,how to order a virtual card,35,40
Where do I get a virtual card?,where do i get a virtual card,35,40
Why haven't I been given a virtual card yet?,why haven't i been given a virtual card yet,35,40
Can you help me find the virtual card?,can you help me find the virtual card,35,40
How do I go about getting hold of a virtual card?,how do i go about getting hold of a virtual card,35,40
Where's my virtual card,where's my virtual card,35,40
How can I go about ordering a virtual card?,how can i go about ordering a virtual card,35,40
Where can i find the virtual card?,where can i find the virtual card,35,40
"I'd rather not use my physical card, how can I get a virtual card?",i'd rather not use my physical card how can i get a virtual card,35,40
What do I have to do to get my virtual card?,what do i have to do to get my virtual card,35,40
can i use my app to get a virtual card,can i use my app to get a virtual card,35,40
How can I obtain a virtual card?,how can i obtain a virtual card,35,40
I'm interested in getting a virtual card.  How do I get one?,i'm interested in getting a virtual card how do i get one,35,40
What is the way to go about getting a virtual card?,what is the way to go about getting a virtual card,35,40
How can I receive a virtual card?,how can i receive a virtual card,35,40
When will my virtual card arrive?,when will my virtual card arrive,35,40
How do I get my virtual card?,how do i get my virtual card,35,40
how to get virtual card,how to get virtual card,35,40
What is the best way to get my virtual card?,what is the best way to get my virtual card,35,40
"I need to make a purchase online, where is my virtual card?",i need to make a purchase online where is my virtual card,35,40
I look but I see no virtual card. Why is that?,i look but i see no virtual card why is that,35,40
"Hello, what is a virtual card and how do I get one?",hello what is a virtual card and how do i get one,35,40
How come I did not get a virtual card yet?,how come i did not get a virtual card yet,35,40
"how many virtual cards can i have, i want 8",how many virtual cards can i have i want 8,35,40
How do I get a virtual card on my device?,how do i get a virtual card on my device,35,40
How do I access the virtual card?,how do i access the virtual card,35,40
I'd like more info on getting a virtual card.,i'd like more info on getting a virtual card,35,40
Do I get to have one of those virtual cards I've heard about?,do i get to have one of those virtual cards i've heard about,35,40
where can i have a virtual card,where can i have a virtual card,35,40
I would love one of the virtual cards!,i would love one of the virtual cards,35,40
I would like to order a virtual card.,i would like to order a virtual card,35,40
I have yet to receive my virtual card,i have yet to receive my virtual card,35,40
How long will it take to receive a virtual card?,how long will it take to receive a virtual card,35,40
Why have I not received a virtual card yet?,why have i not received a virtual card yet,35,40
I can't find the virtual card,i can't find the virtual card,35,40
Can you assist me in acquiring a virtual card?,can you assist me in acquiring a virtual card,35,40
I want one of the virtual cards!,i want one of the virtual cards,35,40
How come I didn't get a virtual card yet?,how come i didn't get a virtual card yet,35,40
And do you have virtual cards instead of physical ones?,and do you have virtual cards instead of physical ones,35,40
How do I go about getting a virtual card?,how do i go about getting a virtual card,35,40
When will I get a virtual card? I haven't gotten one yet,when will i get a virtual card i haven't gotten one yet,35,40
Where can I order my virtual card?,where can i order my virtual card,35,40
Where can virtual cards be ordered?,where can virtual cards be ordered,35,40
How can I locate the virtual card?,how can i locate the virtual card,35,40
How long do you have to wait to see your virtual card your ordered?,how long do you have to wait to see your virtual card your ordered,35,40
I want to get a virtual card!,i want to get a virtual card,35,40
How to access my virtual card,how to access my virtual card,35,40
Where can I sign up for a virtual card?,where can i sign up for a virtual card,35,40
Where do i go to receive a virtual card,where do i go to receive a virtual card,35,40
Are there virtual cards,are there virtual cards,35,40
